year_film,year_ceremony,category,film,name
1987,1988,ART DIRECTION,The Last Emperor,"Art Direction:  Ferdinando Scarfiotti;  Set Decoration:  Bruno Cesari, Osvaldo Desideri"
1987,1988,BEST PICTURE,The Last Emperor,"Jeremy Thomas, Producer"
1987,1988,CINEMATOGRAPHY,The Last Emperor,Vittorio Storaro
1987,1988,COSTUME DESIGN,The Last Emperor,James Acheson
1987,1988,DIRECTING,The Last Emperor,Bernardo Bertolucci
1987,1988,DOCUMENTARY (Feature),The Ten-Year Lunch: The Wit and Legend of the Algonquin Round Table,"Aviva Slesin, Producer"
1987,1988,DOCUMENTARY (Short Subject),Young at Heart,"Sue Marx and Pamela Conn, Producers"
1987,1988,FILM EDITING,The Last Emperor,Gabriella Cristiani
1987,1988,FOREIGN LANGUAGE FILM,Babette's Feast,Denmark
1987,1988,MAKEUP,Harry and the Hendersons,Rick Baker
1987,1988,MUSIC (Original Score),The Last Emperor,"Ryuichi Sakamoto, David Byrne, Cong Su"
1987,1988,MUSIC (Original Song),Dirty Dancing,"Music by Franke Previte, John DeNicola and Donald Markowitz; Lyric by Franke Previte"
1987,1988,SHORT FILM (Animated),The Man Who Planted Trees,"Frédéric Back, Producer"
1987,1988,SHORT FILM (Live Action),Ray's Male Heterosexual Dance Hall,"Jonathan Sanger and Jana Sue Memel, Producers"
1987,1988,SOUND,The Last Emperor,"Bill Rowe, Ivan Sharrock"
1987,1988,SPECIAL ACHIEVEMENT AWARD (Sound Effects Editing),RoboCop,"Stephen Flick, John Pospisil"
1987,1988,VISUAL EFFECTS,Innerspace,"Dennis Muren, William George, Harley Jessup, Kenneth Smith"
1987,1988,WRITING (Screenplay Based on Material from Another Medium),The Last Emperor,"Mark Peploe, Bernardo Bertolucci"
1987,1988,WRITING (Screenplay Written Directly for the Screen),Moonstruck,John Patrick Shanley
1988,1989,ACTOR IN A LEADING ROLE,Rain Man,Dustin Hoffman
1988,1989,ACTOR IN A SUPPORTING ROLE,A Fish Called Wanda,Kevin Kline
1988,1989,ACTRESS IN A LEADING ROLE,The Accused,Jodie Foster
1988,1989,ACTRESS IN A SUPPORTING ROLE,The Accidental Tourist,Geena Davis
1988,1989,ART DIRECTION,Dangerous Liaisons,Art Direction:  Stuart Craig;  Set Decoration:  Gerard James
1988,1989,BEST PICTURE,Rain Man,"Mark Johnson, Producer"
1988,1989,CINEMATOGRAPHY,Mississippi Burning,Peter Biziou
1988,1989,COSTUME DESIGN,Dangerous Liaisons,James Acheson
1988,1989,DIRECTING,Rain Man,Barry Levinson
1988,1989,DOCUMENTARY (Feature),Hotel Terminus: The Life and Times of Klaus Barbie,"Marcel Ophuls, Producer"
1988,1989,DOCUMENTARY (Short Subject),You Don't Have to Die,"William Guttentag and Malcolm Clarke, Producers"
1988,1989,FILM EDITING,Who Framed Roger Rabbit,Arthur Schmidt
1988,1989,FOREIGN LANGUAGE FILM,Pelle the Conqueror,Denmark
1988,1989,MAKEUP,Beetlejuice,"Ve Neill, Steve La Porte, Robert Short"
1988,1989,MUSIC (Original Score),The Milagro Beanfield War,Dave Grusin
1988,1989,MUSIC (Original Song),Working Girl,Music and Lyric by Carly Simon
1988,1989,SHORT FILM (Animated),Tin Toy,"John Lasseter, William Reeves"
1988,1989,SHORT FILM (Live Action),The Appointments of Dennis Jennings,"Dean Parisot, Steven Wright"
1988,1989,SOUND,Bird,"Les Fresholtz, Dick Alexander, Vern Poore, Willie D. Burton"
1988,1989,SOUND EFFECTS EDITING,Who Framed Roger Rabbit,"Charles L. Campbell, Louis L. Edemann"
1988,1989,VISUAL EFFECTS,Who Framed Roger Rabbit,"Ken Ralston, Richard Williams, Edward Jones, George Gibbs"
1988,1989,WRITING (Screenplay Based on Material from Another Medium),Dangerous Liaisons,Christopher Hampton
1988,1989,WRITING (Screenplay Written Directly for the Screen),Rain Man,"Screenplay by Ronald Bass, Barry Morrow;  Story by Barry Morrow"
1989,1990,ACTOR IN A LEADING ROLE,My Left Foot,Daniel Day Lewis
1989,1990,ACTOR IN A SUPPORTING ROLE,Glory,Denzel Washington
1989,1990,ACTRESS IN A LEADING ROLE,Driving Miss Daisy,Jessica Tandy
1989,1990,ACTRESS IN A SUPPORTING ROLE,My Left Foot,Brenda Fricker
1989,1990,ART DIRECTION,Batman,Art Direction:  Anton Furst;  Set Decoration:  Peter Young
1989,1990,BEST PICTURE,Driving Miss Daisy,"Richard D. Zanuck and Lili Fini Zanuck, Producers"
1989,1990,CINEMATOGRAPHY,Glory,Freddie Francis
1989,1990,COSTUME DESIGN,Henry V (1989),Phyllis Dalton
1989,1990,DIRECTING,Born on the Fourth of July,Oliver Stone
1989,1990,DOCUMENTARY (Feature),Common Threads: Stories from the Quilt,"Robert Epstein and Bill Couturié, Producers"
1989,1990,DOCUMENTARY (Short Subject),The Johnstown Flood,"Charles Guggenheim, Producer"
1989,1990,FILM EDITING,Born on the Fourth of July,"David Brenner, Joe Hutshing"
1989,1990,FOREIGN LANGUAGE FILM,Cinema Paradiso,Italy
1989,1990,MAKEUP,Driving Miss Daisy,"Manlio Rocchetti, Lynn Barber, Kevin Haney"
1989,1990,MUSIC (Original Score),The Little Mermaid,Alan Menken
1989,1990,MUSIC (Original Song),The Little Mermaid,Music by Alan Menken; Lyric by Howard Ashman
1989,1990,SHORT FILM (Animated),Balance,"Christoph Lauenstein, Wolfgang Lauenstein"
1989,1990,SHORT FILM (Live Action),Work Experience,James Hendrie
1989,1990,SOUND,Glory,"Donald O. Mitchell, Gregg C. Rudloff, Elliot Tyson, Russell Williams II"
1989,1990,SOUND EFFECTS EDITING,Indiana Jones and the Last Crusade,"Ben Burtt, Richard Hymns"
1989,1990,VISUAL EFFECTS,The Abyss,"John Bruno, Dennis Muren, Hoyt Yeatman, Dennis Skotak"
1989,1990,WRITING (Screenplay Based on Material from Another Medium),Driving Miss Daisy,Alfred Uhry
1989,1990,WRITING (Screenplay Written Directly for the Screen),Dead Poets Society,Tom Schulman
1990,1991,ACTOR IN A LEADING ROLE,Reversal of Fortune,Jeremy Irons
1990,1991,ACTOR IN A SUPPORTING ROLE,Good Fellas,Joe Pesci
1990,1991,ACTRESS IN A LEADING ROLE,Misery,Kathy Bates
1990,1991,ACTRESS IN A SUPPORTING ROLE,Ghost,Whoopi Goldberg
1990,1991,ART DIRECTION,Dick Tracy,Art Direction:  Richard Sylbert;  Set Decoration:  Rick Simpson
1990,1991,BEST PICTURE,Dances With Wolves,"Jim Wilson and Kevin Costner, Producers"
1990,1991,CINEMATOGRAPHY,Dances With Wolves,Dean Semler
1990,1991,COSTUME DESIGN,Cyrano de Bergerac (1990),Franca Squarciapino
1990,1991,DIRECTING,Dances With Wolves,Kevin Costner
1990,1991,DOCUMENTARY (Feature),American Dream,"Barbara Kopple and Arthur Cohn, Producers"
1990,1991,DOCUMENTARY (Short Subject),Days of Waiting,"Steven Okazaki, Producer"
1990,1991,FILM EDITING,Dances With Wolves,Neil Travis
1990,1991,FOREIGN LANGUAGE FILM,Journey of Hope,Switzerland
1990,1991,MAKEUP,Dick Tracy,"John Caglione, Jr., Doug Drexler"
1990,1991,MUSIC (Original Score),Dances With Wolves,John Barry
1990,1991,MUSIC (Original Song),Dick Tracy,Music and Lyric by Stephen Sondheim
1990,1991,SHORT FILM (Animated),Creature Comforts,Nick Park
1990,1991,SHORT FILM (Live Action),The Lunch Date,Adam Davidson
1990,1991,SOUND,Dances With Wolves,"Jeffrey Perkins, Bill W. Benton, Greg Watkins, Russell Williams II"
1990,1991,SOUND EFFECTS EDITING,The Hunt for Red October,"Cecelia Hall, George Watters II"
1990,1991,SPECIAL ACHIEVEMENT AWARD (Visual Effects),Total Recall,"Eric Brevig, Rob Bottin, Tim McGovern, Alex Funke"
1990,1991,WRITING (Screenplay Based on Material from Another Medium),Dances With Wolves,Michael Blake
1990,1991,WRITING (Screenplay Written Directly for the Screen),Ghost,Bruce Joel Rubin
1991,1992,ACTOR IN A LEADING ROLE,The Silence of the Lambs,Anthony Hopkins
1991,1992,ACTOR IN A SUPPORTING ROLE,City Slickers,Jack Palance
1991,1992,ACTRESS IN A LEADING ROLE,The Silence of the Lambs,Jodie Foster
1991,1992,ACTRESS IN A SUPPORTING ROLE,The Fisher King,Mercedes Ruehl
1991,1992,ART DIRECTION,Bugsy,Art Direction:  Dennis Gassner;  Set Decoration:  Nancy Haigh
1991,1992,BEST PICTURE,The Silence of the Lambs,"Edward Saxon, Kenneth Utt and Ron Bozman, Producers"
1991,1992,CINEMATOGRAPHY,JFK,Robert Richardson
1991,1992,COSTUME DESIGN,Bugsy,Albert Wolsky
1991,1992,DIRECTING,The Silence of the Lambs,Jonathan Demme
1991,1992,DOCUMENTARY (Feature),In the Shadow of the Stars,"Allie Light and Irving Saraf, Producers"
1991,1992,DOCUMENTARY (Short Subject),"Deadly Deception: General Electric, Nuclear Weapons and Our Environment","Debra Chasnoff, Producer"
1991,1992,FILM EDITING,JFK,"Joe Hutshing, Pietro Scalia"
1991,1992,FOREIGN LANGUAGE FILM,Mediterraneo,Italy
1991,1992,MAKEUP,Terminator 2: Judgment Day,"Stan Winston, Jeff Dawn"
1991,1992,MUSIC (Original Score),Beauty and the Beast (1991),Alan Menken
1991,1992,MUSIC (Original Song),Beauty and the Beast (1991),Music by Alan Menken; Lyric by Howard Ashman
1991,1992,SHORT FILM (Animated),Manipulation,Daniel Greaves
1991,1992,SHORT FILM (Live Action),Session Man,"Seth Winston, Rob Fried"
1991,1992,SOUND,Terminator 2: Judgment Day,"Tom Johnson, Gary Rydstrom, Gary Summers, Lee Orloff"
1991,1992,SOUND EFFECTS EDITING,Terminator 2: Judgment Day,"Gary Rydstrom, Gloria S. Borders"
1991,1992,VISUAL EFFECTS,Terminator 2: Judgment Day,"Dennis Muren, Stan Winston, Gene Warren, Jr., Robert Skotak"
1991,1992,WRITING (Screenplay Based on Material Previously Produced or Published),The Silence of the Lambs,Ted Tally
1991,1992,WRITING (Screenplay Written Directly for the Screen),Thelma & Louise,Callie Khouri
1992,1993,ACTOR IN A LEADING ROLE,Scent of a Woman (1992),Al Pacino
1992,1993,ACTOR IN A SUPPORTING ROLE,Unforgiven,Gene Hackman
1992,1993,ACTRESS IN A LEADING ROLE,Howards End,Emma Thompson
1992,1993,ACTRESS IN A SUPPORTING ROLE,My Cousin Vinny,Marisa Tomei
1992,1993,ART DIRECTION,Howards End,Art Direction:  Luciana Arrighi;  Set Decoration:  Ian Whittaker
1992,1993,BEST PICTURE,Unforgiven,"Clint Eastwood, Producer"
1992,1993,CINEMATOGRAPHY,A River Runs through It,Philippe Rousselot
1992,1993,COSTUME DESIGN,Bram Stoker's Dracula,Eiko Ishioka
1992,1993,DIRECTING,Unforgiven,Clint Eastwood
1992,1993,DOCUMENTARY (Feature),The Panama Deception,"Barbara Trent and David Kasper, Producers"
1992,1993,DOCUMENTARY (Short Subject),Educating Peter,"Thomas C. Goodwin and Gerardine Wurzburg, Producers"
1992,1993,FILM EDITING,Unforgiven,Joel Cox
1992,1993,FOREIGN LANGUAGE FILM,Indochine,France
1992,1993,MAKEUP,Bram Stoker's Dracula,"Greg Cannom, Michèle Burke, Matthew W. Mungle"
1992,1993,MUSIC (Original Score),Aladdin,Alan Menken
1992,1993,MUSIC (Original Song),Aladdin,Music by Alan Menken; Lyric by Tim Rice
1992,1993,SHORT FILM (Animated),Mona Lisa Descending a Staircase,Joan C. Gratz
1992,1993,SHORT FILM (Live Action),Omnibus,Sam Karmann
1992,1993,SOUND,The Last of the Mohicans (1992),"Chris Jenkins, Doug Hemphill, Mark Smith, Simon Kaye"
1992,1993,SOUND EFFECTS EDITING,Bram Stoker's Dracula,"Tom C. McCarthy, David E. Stone"
1992,1993,VISUAL EFFECTS,Death Becomes Her,"Ken Ralston, Doug Chiang, Doug Smythe, Tom Woodruff, Jr."
1992,1993,WRITING (Screenplay Based on Material Previously Produced or Published),Howards End,Ruth Prawer Jhabvala
1992,1993,WRITING (Screenplay Written Directly for the Screen),The Crying Game,Neil Jordan
1993,1994,ACTOR IN A LEADING ROLE,Philadelphia,Tom Hanks
1993,1994,ACTOR IN A SUPPORTING ROLE,The Fugitive,Tommy Lee Jones
1993,1994,ACTRESS IN A LEADING ROLE,The Piano,Holly Hunter
1993,1994,ACTRESS IN A SUPPORTING ROLE,The Piano,Anna Paquin
1993,1994,ART DIRECTION,Schindler's List,Art Direction:  Allan Starski;  Set Decoration:  Ewa Braun
1993,1994,BEST PICTURE,Schindler's List,"Steven Spielberg, Gerald R. Molen and Branko Lustig, Producers"
1993,1994,CINEMATOGRAPHY,Schindler's List,Janusz Kaminski
1993,1994,COSTUME DESIGN,The Age of Innocence,Gabriella Pescucci
1993,1994,DIRECTING,Schindler's List,Steven Spielberg
1993,1994,DOCUMENTARY (Feature),I Am a Promise: The Children of Stanton Elementary School,"Susan Raymond, Alan Raymond"
1993,1994,DOCUMENTARY (Short Subject),Defending Our Lives,"Margaret Lazarus, Renner Wunderlich"
1993,1994,FILM EDITING,Schindler's List,Michael Kahn
1993,1994,FOREIGN LANGUAGE FILM,Belle Epoque,Spain
1993,1994,MAKEUP,Mrs. Doubtfire,"Greg Cannom, Ve Neill, Yolanda Toussieng"
1993,1994,MUSIC (Original Score),Schindler's List,John Williams
1993,1994,MUSIC (Original Song),Philadelphia,Music and Lyric by Bruce Springsteen
1993,1994,SHORT FILM (Animated),The Wrong Trousers,Nick Park
1993,1994,SHORT FILM (Live Action),Black Rider (Schwarzfahrer),Pepe Danquart
1993,1994,SOUND,Jurassic Park,"Gary Summers, Gary Rydstrom, Shawn Murphy, Ron Judkins"
1993,1994,SOUND EFFECTS EDITING,Jurassic Park,"Gary Rydstrom, Richard Hymns"
1993,1994,VISUAL EFFECTS,Jurassic Park,"Dennis Muren, Stan Winston, Phil Tippett, Michael Lantieri"
1993,1994,WRITING (Screenplay Based on Material Previously Produced or Published),Schindler's List,Steven Zaillian
1993,1994,WRITING (Screenplay Written Directly for the Screen),The Piano,Jane Campion
1994,1995,ACTOR IN A LEADING ROLE,Forrest Gump,Tom Hanks
1994,1995,ACTOR IN A SUPPORTING ROLE,Ed Wood,Martin Landau
1994,1995,ACTRESS IN A LEADING ROLE,Blue Sky,Jessica Lange
1994,1995,ACTRESS IN A SUPPORTING ROLE,Bullets over Broadway,Dianne Wiest
1994,1995,ART DIRECTION,The Madness of King George,Art Direction:  Ken Adam;  Set Decoration:  Carolyn Scott
1994,1995,BEST PICTURE,Forrest Gump,"Wendy Finerman, Steve Tisch and Steve Starkey, Producers"
1994,1995,CINEMATOGRAPHY,Legends of the Fall,John Toll
1994,1995,COSTUME DESIGN,"The Adventures of Priscilla, Queen of the Desert","Lizzy Gardiner, Tim Chappel"
1994,1995,DIRECTING,Forrest Gump,Robert Zemeckis
1994,1995,DOCUMENTARY (Feature),Maya Lin: A Strong Clear Vision,"Freida Lee Mock, Terry Sanders"
1994,1995,DOCUMENTARY (Short Subject),A Time for Justice,Charles Guggenheim
1994,1995,FILM EDITING,Forrest Gump,Arthur Schmidt
1994,1995,FOREIGN LANGUAGE FILM,Burnt by the Sun,Russia
1994,1995,MAKEUP,Ed Wood,"Rick Baker, Ve Neill, Yolanda Toussieng"
1994,1995,MUSIC (Original Score),The Lion King (1994),Hans Zimmer
1994,1995,MUSIC (Original Song),The Lion King (1994),Music by Elton John; Lyric by Tim Rice
1994,1995,SHORT FILM (Animated),Bob's Birthday,"Alison Snowden, David Fine"
1994,1995,SHORT FILM (Live Action),Franz Kafka's It's a Wonderful Life,"Peter Capaldi, Ruth Kenley-Letts"
1994,1995,SHORT FILM (Live Action),Trevor,"Peggy Rajski, Randy Stone"
1994,1995,SOUND,Speed,"Gregg Landaker, Steve Maslow, Bob Beemer, David R. B. MacMillan"
1994,1995,SOUND EFFECTS EDITING,Speed,Stephen Hunter Flick
